Locus,Chrom,Position
chr01_28307226_28318837,chr1,120.7788265
chr01_28318837_28325804,chr1,120.8623706
chr01_28325804_28437724,chr1,120.9459128
chr01_28437724_28443320,chr1,121.0294534
chr01_28443320_28578763,chr1,121.1129924
chr01_28578763_28596530,chr1,121.1965292
chr01_28596530_28670513,chr1,121.4471775
chr01_28670513_28782439,chr1,121.8652102
chr01_28782439_28819363,chr1,121.9487449
chr01_28819363_28883876,chr1,122.0322838
chr01_28883876_29131918,chr1,122.1158213
chr01_29131918_29185779,chr1,122.4501387
chr01_29185779_29226488,chr1,122.5336762
chr01_29226488_29249520,chr1,122.6172168
chr01_29249520_29296180,chr1,122.7007592
chr01_29296180_29340910,chr1,122.8678311
chr01_29340910_29523919,chr1,123.2859153
chr01_29523919_29645391,chr1,123.3694599
chr01_29645391_29765718,chr1,123.4530068
chr01_29765718_29853576,chr1,123.7036909
chr01_29853576_29895757,chr1,123.7872411
chr01_29895757_29902169,chr1,123.8707934
chr01_29902169_29918706,chr1,123.9543459
chr01_29918706_29938790,chr1,124.1214326
chr01_29938790_29952293,chr1,124.2049821
chr01_29952293_29975542,chr1,124.5393384
chr01_29975542_29993044,chr1,124.7900187
chr01_29993044_30011044,chr1,125.1243694
chr01_30011044_30028936,chr1,125.2079128
chr01_30028936_30060387,chr1,125.6259895
chr01_30060387_30110890,chr1,125.793062
chr01_30110890_30135080,chr1,126.127419
chr01_30135080_30170008,chr1,126.21097
chr01_30170008_30197880,chr1,126.2945242
chr01_30197880_30242954,chr1,126.4616192
chr01_30242954_30283629,chr1,126.5451783
chr01_30283629_30308652,chr1,126.7958911
chr01_30308652_30368036,chr1,126.8794513
chr01_30368036_30454089,chr1,127.1301682
chr01_30454089_30565491,chr1,127.2137341
chr01_30565491_30594380,chr1,127.2973003
chr01_30594380_30714729,chr1,127.3808644
chr01_30714729_30931672,chr1,127.631581
chr01_30931672_30944287,chr1,127.8822934
chr01_30944287_30989332,chr1,127.965854
chr01_30989332_31014912,chr1,128.0494167
chr01_31014912_31294586,chr1,128.1329793
chr01_31294586_31308252,chr1,128.2165419
chr01_31308252_31345379,chr1,128.3001046
chr01_31345379_31384636,chr1,128.3836654
chr01_31384636_31489327,chr1,128.4672263
chr01_31489327_31537444,chr1,128.5507872
chr01_31537444_31590132,chr1,128.6343481
chr01_31590132_31653492,chr1,128.7179107
chr01_31653492_31719067,chr1,128.8014751
chr01_31719067_31753160,chr1,128.8850412
chr01_31753160_31763806,chr1,128.9686091
chr01_31763806_31771472,chr1,129.0521788
chr01_31771472_31892356,chr1,129.1357503
chr01_31892356_31910900,chr1,129.2193218
chr01_31910900_31928949,chr1,129.3028933
chr01_31928949_31985623,chr1,129.3864669
chr01_31985623_32004014,chr1,129.5535878
chr01_32004014_32049336,chr1,129.7207061
chr01_32049336_32096438,chr1,129.8878273
chr01_32096438_32116289,chr1,130.0549511
chr01_32116289_32136188,chr1,130.1385265
chr01_32136188_32147812,chr1,130.2221035
chr01_32147812_32202520,chr1,130.3056807
chr01_32202520_32226031,chr1,130.4728082
chr01_32226031_32247320,chr1,130.8072625
chr01_32247320_32283964,chr1,130.8908392
chr01_32283964_32325303,chr1,131.2252759
chr01_32325303_32460260,chr1,131.3923865
chr01_32460260_32496243,chr1,131.8943919
chr01_32496243_32503996,chr1,131.9779563
chr01_32503996_32515812,chr1,132.061526
chr01_32515812_32553371,chr1,132.1450958
chr01_32553371_32663353,chr1,132.228664
chr01_32663353_32675324,chr1,132.3957759
chr01_32675324_32693392,chr1,132.4793441
chr01_32693392_32763192,chr1,132.5629123
chr01_32763192_32772491,chr1,132.7300214
chr01_32772491_32820878,chr1,132.8135849
chr01_32820878_32831693,chr1,133.1479985
chr01_32831693_32856505,chr1,133.3151143
chr01_32856505_32949210,chr1,133.3986864
chr01_32949210_32995693,chr1,133.565807
chr01_32995693_33069188,chr1,133.6493806
chr01_33069188_33163170,chr1,133.7329539
chr01_33163170_33176706,chr1,133.816529
chr01_33176706_33387158,chr1,133.9001059
chr01_33387158_33610483,chr1,133.9836847
chr01_33610483_34175214,chr1,134.0672634
chr01_34175214_34181785,chr1,134.1508403
chr01_34181785_34201570,chr1,134.2344172
chr01_34201570_34228378,chr1,134.3179942
chr01_34228378_34294647,chr1,134.4015692
chr01_34294647_34322170,chr1,134.4851443
chr01_34322170_34334761,chr1,134.5687197
chr01_34334761_34395847,chr1,134.7358456
chr01_34395847_34422822,chr1,134.9866009
chr01_34422822_34483140,chr1,135.2373582
chr01_34483140_34527401,chr1,135.5718128
chr01_34527401_34533036,chr1,136.073875
chr01_34533036_34614618,chr1,136.1574475
chr01_34614618_34640581,chr1,136.4918842
chr01_34640581_34669472,chr1,136.659003
chr01_34669472_34696582,chr1,136.7425751
chr01_34696582_34815002,chr1,136.909693
chr01_34815002_34874135,chr1,137.0768105
chr01_34874135_34918425,chr1,137.4950066
chr01_34918425_34946423,chr1,137.5785756
chr01_34946423_34959639,chr1,137.8293134
chr01_34959639_34970045,chr1,137.9128865
chr01_34970045_35029051,chr1,137.9964616
chr01_35029051_35054667,chr1,138.0800367
chr01_35054667_35079236,chr1,138.1636121
chr01_35079236_35099069,chr1,138.3307388
chr01_35099069_35125074,chr1,138.4978626
chr01_35125074_35133848,chr1,138.5814344
chr01_35133848_35154618,chr1,138.6650044
chr01_35154618_35234351,chr1,138.8321187
chr01_35234351_35320065,chr1,139.0828529
chr01_35320065_35391953,chr1,139.1664227
chr01_35391953_35406609,chr1,139.3335349
chr01_35406609_35435553,chr1,139.5006471
chr01_35435553_35478139,chr1,139.5842174
chr01_35478139_35557095,chr1,139.7513351
chr01_35557095_35607516,chr1,139.8349054
chr01_35607516_35629164,chr1,140.0020202
chr01_35629164_35701753,chr1,140.0855902
chr01_35701753_35877788,chr1,140.1691602
chr01_35877788_35893624,chr1,140.3362779
chr01_35893624_35931455,chr1,140.4198497
chr01_35931455_36002194,chr1,140.5034194
chr01_36002194_36036274,chr1,140.5869891
chr01_36036274_36253659,chr1,140.6705588
chr01_36253659_36365409,chr1,140.7541267
chr01_36365409_36401991,chr1,140.8376929
chr01_36401991_36430629,chr1,140.921259
chr01_36430629_36465730,chr1,141.0048272
chr01_36465730_36478028,chr1,141.1719392
chr01_36478028_36488721,chr1,141.2555038
chr01_36488721_36524145,chr1,141.3390682
chr01_36524145_36672446,chr1,141.4226326
chr01_36672446_36723324,chr1,141.5061955
chr01_36723324_36882042,chr1,141.6732961
chr01_36882042_37046445,chr1,141.7568557
chr01_37046445_37057805,chr1,141.9239564
chr01_37057805_37088519,chr1,142.0075175
chr01_37088519_37153945,chr1,142.0910804
chr01_37153945_37189145,chr1,142.2581869
chr01_37189145_37404716,chr1,142.4252958
chr01_37404716_37432962,chr1,142.6760216
chr01_37432962_37474792,chr1,142.7595875
chr01_37474792_37508686,chr1,142.8431557
chr01_37508686_37534755,chr1,143.0102737
chr01_37534755_37589302,chr1,143.177397
chr01_37589302_37615259,chr1,143.4281481
chr01_37615259_37771361,chr1,143.5117267
chr01_37771361_37805281,chr1,143.5953073
chr01_37805281_37829176,chr1,143.6788897
chr01_37829176_37849200,chr1,143.7624743
chr01_37849200_37893861,chr1,143.9296154
chr01_37893861_37922580,chr1,144.0132019
chr01_37922580_37930305,chr1,144.0967899
chr01_37930305_37937450,chr1,144.1803779
chr01_37937450_37948533,chr1,144.2639658
chr01_37948533_37979992,chr1,144.5147406
chr01_37979992_37996985,chr1,144.8492237
chr01_37996985_38022386,chr1,144.9328146
chr01_38022386_38030489,chr1,145.0164082
chr01_38030489_38167191,chr1,145.1000019
chr01_38167191_38193840,chr1,145.1835956
chr01_38193840_38200124,chr1,145.2671892
chr01_38200124_38249229,chr1,145.3507828
chr01_38249229_38323149,chr1,145.6015766
chr01_38323149_38385552,chr1,145.8523671
chr01_38385552_38397018,chr1,146.270665
chr01_38397018_38428164,chr1,146.4378272
chr01_38428164_38449153,chr1,146.521427
chr01_38449153_38497387,chr1,146.6050268
chr01_38497387_38600827,chr1,146.7721921
chr01_38600827_38636050,chr1,146.855793
chr01_38636050_38662189,chr1,147.1903176
chr01_38662189_38678141,chr1,147.2739186
chr01_38678141_38696757,chr1,147.4410808
chr01_38696757_38709380,chr1,147.5246786
chr01_38709380_38729365,chr1,147.7754812
chr01_38729365_38760488,chr1,148.0262801
chr01_38760488_38773214,chr1,148.1934355
chr01_38773214_38814689,chr1,148.4442306
chr01_38814689_38855506,chr1,148.6113899
chr01_38855506_38897670,chr1,148.7785498
chr01_38897670_38967774,chr1,148.9457098
chr01_38967774_39025855,chr1,149.1128586
chr01_39025855_39098693,chr1,149.8670431
chr01_39098693_39125941,chr1,150.5371448
chr01_39125941_39166164,chr1,150.8716484
chr01_39166164_39194908,chr1,151.1224309
chr01_39194908_39201499,chr1,151.9607769
chr01_39201499_39213470,chr1,152.1279233
chr01_39213470_39276677,chr1,152.5462294
chr01_39276677_39287197,chr1,153.1323469
chr01_39287197_39402581,chr1,153.3831422
chr01_39402581_39516416,chr1,153.4667359
chr01_39516416_39553546,chr1,154.1369059
chr01_39553546_39576219,chr1,154.387726
chr01_39576219_39692828,chr1,154.4713352
chr01_39692828_39738817,chr1,154.5549417
chr01_39738817_39843524,chr1,154.8894339
chr01_39843524_39850508,chr1,156.6590376
chr01_39850508_39860560,chr1,157.0773039
chr01_39860560_39870379,chr1,157.328104
chr01_39870379_40019803,chr1,157.4952049
chr01_40019803_40068924,chr1,159.9472635
chr01_40068924_40139141,chr1,160.2816417
chr01_40139141_40219568,chr1,160.532382
chr01_40219568_40236224,chr1,160.6159505
chr01_40236224_40260034,chr1,161.0341272
chr01_40260034_40317828,chr1,161.1176817
chr01_40317828_40327268,chr1,162.0398158
chr01_40327268_40376450,chr1,162.1233657
chr01_40376450_40395872,chr1,162.374079
chr01_40395872_40413312,chr1,162.5411785
chr01_40413312_40419045,chr1,162.7918835
chr01_40419045_40429922,chr1,162.8754388
chr01_40429922_40460817,chr1,162.9589959
chr01_40460817_40479334,chr1,163.2097046
chr01_40479334_40486656,chr1,163.2932634
chr01_40486656_40511701,chr1,163.3768222
chr01_40511701_40604833,chr1,163.6275332
chr01_40604833_40614822,chr1,163.96193
chr01_40614822_40627722,chr1,164.129029
chr01_40627722_40644308,chr1,164.631008
chr01_40644308_40678817,chr1,164.7981088
chr01_40678817_40721979,chr1,164.8816732
chr01_40721979_40733921,chr1,165.1324043
chr01_40733921_40750744,chr1,165.2994921
chr01_40750744_40781446,chr1,165.3830539
chr01_40781446_40786627,chr1,165.8850285
chr01_40786627_40850659,chr1,165.9685744
chr01_40850659_40865660,chr1,167.228143
chr01_40865660_40908490,chr1,167.9819586
chr01_40908490_40978308,chr1,168.3163412
chr01_40978308_41008904,chr1,168.3999012
chr01_41008904_41041013,chr1,168.5670046
chr01_41041013_41065818,chr1,168.6505675
chr01_41065818_41129069,chr1,168.7341284
chr01_41129069_41202804,chr1,168.8176878
chr01_41202804_41230200,chr1,168.9847858
chr01_41230200_41254169,chr1,169.1518839
chr01_41254169_41303884,chr1,169.2354403
chr01_41303884_41315364,chr1,169.5698244
chr01_41315364_41321827,chr1,169.653382
chr01_41321827_41356401,chr1,169.9040906
chr01_41356401_41542101,chr1,169.9876512
chr01_41542101_41555561,chr1,170.0712138
chr01_41555561_41568297,chr1,170.1547767
chr01_41568297_41580132,chr1,170.3218776
chr01_41580132_41597276,chr1,170.4889759
chr01_41597276_41764120,chr1,170.6560381
chr01_41764120_42048996,chr1,172.3387929
chr01_42048996_42071900,chr1,175.3895058
chr01_42071900_42193885,chr1,175.8912765
chr01_42193885_42237930,chr1,177.404539
chr01_42237930_42276400,chr1,177.7388765
chr01_42276400_42313915,chr1,178.7453353
chr01_42313915_42352397,chr1,179.2473374
chr01_42352397_42366551,chr1,179.7493858
chr01_42366551_42389714,chr1,179.8329598
chr01_42389714_42443130,chr1,180.3350298
chr01_42443130_42453427,chr1,180.7532661
chr01_42453427_42473201,chr1,180.8368525
chr01_42473201_42539496,chr1,181.0039996
chr01_42539496_42615783,chr1,181.0875902
chr01_42615783_42768605,chr1,181.2547403
chr01_42768605_42848152,chr1,181.3383305
chr01_42848152_42878512,chr1,181.4219185
chr01_42878512_42957465,chr1,181.5055055
chr01_42957465_43042040,chr1,181.8399998
chr01_43042040_43270923,chr1,181.922696
chr02_0_392070,chr2,0
chr02_392070_553261,chr2,0.082693012
chr02_553261_567328,chr2,0.166286932
chr02_567328_593860,chr2,0.333443017
chr02_593860_622490,chr2,0.417040879
chr02_622490_680681,chr2,0.667843425
chr02_680681_715451,chr2,0.751444779
chr02_715451_747077,chr2,1.002251788
chr02_747077_807611,chr2,1.085851133
chr02_807611_840103,chr2,1.336655044
chr02_840103_945001,chr2,1.754967111
chr02_945001_997049,chr2,1.838563857
chr02_997049_1050637,chr2,2.173065637
chr02_1050637_1061304,chr2,2.675186587
chr02_1061304_1099514,chr2,2.758771779
chr02_1099514_1146156,chr2,2.925913231
chr02_1146156_1172321,chr2,3.093052054
chr02_1172321_1195719,chr2,3.260190532
chr02_1195719_1216987,chr2,3.343775009
chr02_1216987_1245455,chr2,3.594551983
chr02_1245455_1276362,chr2,3.761698705
chr02_1276362_1301133,chr2,3.845287056
chr02_1301133_1335187,chr2,3.928874962
chr02_1335187_1362867,chr2,4.179649718
chr02_1362867_1370765,chr2,4.514132079
chr02_1370765_1380027,chr2,4.848607862
chr02_1380027_1394037,chr2,4.93219338
chr02_1394037_1432289,chr2,5.099337863
chr02_1432289_1470333,chr2,5.266477658
chr02_1470333_1482736,chr2,5.600938281
chr02_1482736_1517176,chr2,5.851677171
chr02_1517176_1529665,chr2,6.521556426
chr02_1529665_1580370,chr2,7.359510352
chr02_1580370_1649183,chr2,8.281659873
chr02_1649183_1885935,chr2,8.95149182
chr02_1885935_1936658,chr2,9.789482422
chr02_1936658_1969254,chr2,9.956575084
chr02_1969254_1999373,chr2,10.04013797
chr02_1999373_2044264,chr2,10.12369941
chr02_2044264_2079685,chr2,10.45809482
chr02_2079685_2105371,chr2,10.54165449
chr02_2105371_2111460,chr2,10.62521362
chr02_2111460_2126822,chr2,10.70877303
chr02_2126822_2357488,chr2,10.87587086
chr02_2357488_2428594,chr2,10.959427
chr02_2428594_2466198,chr2,11.12653054
chr02_2466198_2565830,chr2,11.29361883
chr02_2565830_2665992,chr2,11.37718279
chr02_2665992_2743248,chr2,11.54428622
chr02_2743248_2787339,chr2,11.62784858
chr02_2787339_2847207,chr2,12.0460203
chr02_2847207_2909867,chr2,12.12958759
chr02_2909867_2937020,chr2,12.38031694
chr02_2937020_2956085,chr2,12.46388284
chr02_2956085_3137432,chr2,12.54744722
chr02_3137432_3172601,chr2,12.63100983
chr02_3172601_3185046,chr2,12.71457245
chr02_3185046_3190378,chr2,12.79813713
chr02_3190378_3298957,chr2,12.96524369
chr02_3298957_3365425,chr2,13.13234676
chr02_3365425_3382272,chr2,13.383069
chr02_3382272_3414904,chr2,13.55017704
chr02_3414904_3454800,chr2,13.80089835
chr02_3454800_3523415,chr2,14.05161251
chr02_3523415_3543338,chr2,14.88963211
chr02_3543338_3562465,chr2,15.05671938
chr02_3562465_3620995,chr2,15.55867712
chr02_3620995_3698164,chr2,15.64223109
chr02_3698164_3760545,chr2,15.80932526
chr02_3760545_3775746,chr2,16.22745335
chr02_3775746_3848532,chr2,16.56182297
chr02_3848532_3946756,chr2,16.64537393
chr02_3946756_3963116,chr2,16.7289245
chr02_3963116_3972654,chr2,16.81247531
chr02_3972654_4001868,chr2,16.97955928
chr02_4001868_4043892,chr2,17.06309393
chr02_4043892_4125342,chr2,18.06929751
chr02_4125342_4196620,chr2,18.90719953
chr02_4196620_4219196,chr2,19.82937917
chr02_4219196_4262666,chr2,19.99647491
chr02_4262666_4279301,chr2,20.41465579
chr02_4279301_4302503,chr2,20.49822217
chr02_4302503_4338461,chr2,20.83263359
chr02_4338461_4362277,chr2,21.16703977
chr02_4362277_4447024,chr2,21.66905998
chr02_4447024_4473415,chr2,22.17109869
chr02_4473415_4506856,chr2,22.25467014
chr02_4506856_4523707,chr2,22.67287969
chr02_4523707_4547614,chr2,23.00730577
chr02_4547614_4558030,chr2,23.76128479
chr02_4558030_4808564,chr2,23.84481838
chr02_4808564_4878357,chr2,25.95364422
chr02_4878357_4935588,chr2,27.04438751
chr02_4935588_4973671,chr2,27.12794213
chr02_4973671_4988149,chr2,27.21150801
chr02_4988149_5028105,chr2,27.46223297
chr02_5028105_5048649,chr2,27.71295775
chr02_5048649_5102527,chr2,27.96367491
chr02_5102527_5132665,chr2,28.38183427
chr02_5132665_5157237,chr2,28.54894219
chr02_5157237_5164861,chr2,28.7996722
chr02_5164861_5230063,chr2,28.88323042
chr02_5230063_5256503,chr2,29.63712318
chr02_5256503_5293317,chr2,29.80421746
chr02_5293317_5319072,chr2,30.47408201
chr02_5319072_5331809,chr2,30.80847398
chr02_5331809_5337590,chr2,30.97557572
chr02_5337590_5404396,chr2,31.14267967
chr02_5404396_5420715,chr2,31.3097865
chr02_5420715_5429307,chr2,31.47689588
chr02_5429307_5453646,chr2,31.56046411
chr02_5453646_5552195,chr2,31.6440318
chr02_5552195_5569981,chr2,31.89476115
chr02_5569981_5653112,chr2,31.9783277
chr02_5653112_5672926,chr2,32.31274066
chr02_5672926_5687312,chr2,32.56346414
chr02_5687312_5723625,chr2,32.64702198
chr02_5723625_5731375,chr2,33.31691419
chr02_5731375_5750812,chr2,33.48394641
chr02_5750812_5807856,chr2,33.65106361
chr02_5807856_5877372,chr2,33.90174918
chr02_5877372_5902215,chr2,35.41516992
chr02_5902215_5940122,chr2,35.83327322
chr02_5940122_5963103,chr2,36.41913694
chr02_5963103_6000409,chr2,36.66984581
chr02_6000409_6024240,chr2,36.75340994
chr02_6024240_6100655,chr2,36.83697206
chr02_6100655_6110581,chr2,37.25511986
chr02_6110581_6129813,chr2,37.67324213
chr02_6129813_6477315,chr2,37.75674345
chr02_6477315_6488654,chr2,40.89266322
chr02_6488654_6561962,chr2,41.05965576
chr02_6561962_6631144,chr2,41.39399611
chr02_6631144_6687152,chr2,41.47754028
chr02_6687152_6713979,chr2,41.56108602
chr02_6713979_6750545,chr2,41.7281645
chr02_6750545_6765062,chr2,41.81171192
chr02_6765062_6777021,chr2,41.89526082
chr02_6777021_6804677,chr2,41.97881165
chr02_6804677_6953986,chr2,42.14589584
chr02_6953986_7011477,chr2,42.31297745
chr02_7011477_7061956,chr2,42.4800582
chr02_7061956_7107571,chr2,42.73073054
chr02_7107571_7135166,chr2,43.31650336
chr02_7135166_7149660,chr2,43.48358249
chr02_7149660_7273836,chr2,43.56713353
chr02_7273836_7298574,chr2,43.73421474
chr02_7298574_7308804,chr2,43.81776067
chr02_7308804_7331662,chr2,43.98483641
chr02_7331662_7340143,chr2,44.06838236
chr02_7340143_7347142,chr2,44.23546016
chr02_7347142_7374410,chr2,44.48613483
chr02_7374410_7382246,chr2,44.82047994
chr02_7382246_7394997,chr2,44.90402371
chr02_7394997_7419643,chr2,45.40591348
chr02_7419643_7426162,chr2,45.48945516
chr02_7426162_7466836,chr2,45.57299859
chr02_7466836_7472943,chr2,45.82367471
chr02_7472943_7494473,chr2,45.90722117
chr02_7494473_7607451,chr2,46.15789726
chr02_7607451_7618094,chr2,46.24144241
chr02_7618094_7692469,chr2,46.32498817
chr02_7692469_7716824,chr2,46.4920639
chr02_7716824_7772015,chr2,46.57560827
chr02_7772015_8000562,chr2,46.90995319
chr02_8000562_8114908,chr2,46.99349737
chr02_8114908_8131465,chr2,47.07704124
chr02_8131465_8210391,chr2,47.1605853
chr02_8210391_8215441,chr2,47.32766378
chr02_8215441_8258438,chr2,47.41121292
chr02_8258438_8287324,chr2,47.49476145
chr02_8287324_8317772,chr2,47.74544211
chr02_8317772_8429568,chr2,47.91251986
chr02_8429568_8480852,chr2,47.99606728
chr02_8480852_8525957,chr2,48.07961638
chr02_8525957_8538888,chr2,48.24670308
chr02_8538888_8561338,chr2,48.33025755
chr02_8561338_8586662,chr2,48.49735004
